-0.7198478	0.41788098	0.71840024	-0.800561	0.639018	0.25613645	-0.04432756	-0.44366518	-0.3405447	-0.22216922	0.6554585	0.25560728	-1.0397669	-0.5751352	0.087001726	-0.72177553
-0.8182484	0.43482825	0.69845724	-0.89390665	0.65623885	0.29830104	-0.18938857	-0.4592276	-0.3911046	-0.21890545	0.7524753	0.1889983	-1.110092	-0.63523597	0.10155051	-0.7556803
-0.5761158	0.31934983	0.46244755	-0.58463115	0.4884695	0.20336673	-0.15414634	-0.30579132	-0.2703947	-0.1669613	0.54052913	0.08689867	-0.7484492	-0.4571088	0.047351472	-0.48271367
-0.6635228	0.38958004	0.52494365	-0.6903086	0.5518183	0.225264	-0.14966169	-0.28369918	-0.35220924	-0.17401335	0.5425599	0.06298794	-0.8850722	-0.49238768	0.113608874	-0.5824474
-0.4814134	0.28546512	0.37772152	-0.51631343	0.42734066	0.18085085	-0.10263294	-0.28917518	-0.22603172	-0.15595096	0.40529156	0.0864342	-0.69395083	-0.38748455	0.043921765	-0.47290313
-0.50951463	0.28818214	0.45172203	-0.55225456	0.44603556	0.21800074	-0.08710335	-0.2876867	-0.24423593	-0.1952218	0.48895282	0.13068429	-0.76317436	-0.38768426	0.01654581	-0.47573128
-0.51375395	0.34546816	0.39979166	-0.50132126	0.45915434	0.24973734	-0.029580023	-0.24803433	-0.28909507	-0.17519969	0.4274984	0.11373506	-0.6992411	-0.4351026	0.097480714	-0.48223826
-0.54502946	0.21147735	0.30595258	-0.5591106	0.3213397	0.105242305	-0.11471704	-0.37066674	-0.23615234	-0.020018678	0.3161124	0.02186019	-0.6491866	-0.22053203	-0.028158776	-0.3818684
-0.37536824	0.2762171	0.36066216	-0.41904476	0.35176465	0.10712377	-0.03052523	-0.25798756	-0.2053384	-0.12781915	0.33656934	0.019008912	-0.53897595	-0.28976658	0.06366789	-0.38747022
-0.33290726	0.17598921	0.2861484	-0.38325524	0.3014948	0.088623054	-0.11982461	-0.38248953	-0.09076282	-0.005814235	0.2967587	0.04619334	-0.50548095	-0.2720803	-0.02957249	-0.30220512
